"Slot","Name","Cost","Color","Melee/Ranged","Type","Subtype","Effectiveness (0-4 = common, 5-8 = uncommon, 9-10 = rare)","Rules","Flavor","Attack Power","Health","Image","Artist","Notes",,"Name Size","Subtype Size","Has PH","Color Calculator","Iconified Cost","Iconified Rules","Italicized Type","Setted Slot",,
"CC_004","Shuffle","1",#NAME?,,"Effect",,"1","<center><u>Advantageous</u> (When ~ resolves, draw a card.)</center><p>Choose a player to shuffle their deck.</p>",,"","",,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_004",,
"CC_005","Explorer Drone","1",#NAME?,"Melee","Asset","Drone","2","<center>When ~ enters a discard, draw a card.</center>",,1,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CC_005",,
"CC_006","Pirate Suit","2",#NAME?,,"Asset","Equipment Space-Suit Exosuit","1","<center><u>Tradeable</u> (Once each turn, you may pay ~'s cost, if you do choose another asset; attach ~ to it.)</center><p>When ~ enters the battlefield, attach it to a combatant of your choice.</p><p>The attached combatant is a ranged 4/4. It gets an additional +2/+2 if you control an utilized Source generator.</p><p>If the attached asset would die, <u>forfeit</u> (Put the specified card into its owner's discard pile.) ~.</p>",,,,,,,,60,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CC_006",,
"CC_007","Antique Sherman","3",#NAME?,"Ranged","Asset","<u>Vehicle</u> Tank","2","<center><u>Vehicle</u> (When ~ enters the battlefield, you may choose another asset to attach it to. The combined unit has all effects of both assets, and the highest attack power, health, and ranged status of the two.)</center>","They were works of marvel for their time..",4,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CC_007",,
"CC_008","Power Source"," ",#NAME?,,"Generator","Source","3","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may run any number of ~s.</b>)</center><p>[T]: Add [C].</p><p>[1], [T]: Choose a generator to utilize.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Generator[/i]","RT_CC_008",,
"CC_009","Shift Change","4",#NAME?,,"Effect",,"3","Choose any number of players; they shuffle their hands into their decks, then draw the same number of cards.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_009",,
"CC_010","Internet Search","1","Generic",,"Effect",,"3","Draw 2 cards, then put at least 2 cards from your hand on the top or bottom of your deck.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_010",,
"CC_011","Secretary","1","Generic","Melee","Asset","Human Civilian","1",,,1,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CC_011",,
"CC_012","Ballistic Pistol","0","Generic",,"Asset","Equipment <u>Gun</u>","2","<center><u>Ammo 10</u> (Whenever the attached asset attacks or intercepts, reduce ~'s ammo by 1 [to a minimum of 0.] Instead of expending an ammo you may treat ~ as if it had ammo 0 until end of turn.), <u>Gun</u> (As long as ~ has ammo, the attached asset is ranged.), <u>Tradeable</u></center><p>When ~ enters the battlefield, choose an asset to attach it to.</p><p>As long as ~ has ammo, the attached asset gets +1/+0.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CC_012",,
"CC_013","Taunt","2","Generic",,"Effect","<u>Response</u>","3","<p>Choose a combatant; <u>taunt</u> (The next time it has a chance to attack, it must attack) it.</p><p>You may pay [1], if you do <u>taunt</u> both combatants adjacent to the chosen combatant</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_013",,
"CC_014","Gentleman's Wager","2","Generic",,"Effect",,"4","Chose another player; then reveal 4 random cards from your deck, that opponent chooses 2 for you to draw, discard the rest.",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_014",,
"CC_015","Training Dummy","2","Generic","Melee","Asset","Virtual Drone","0"," "," ",1,1,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","PD_CC_015",,
"CC_016","Virtual Augmentation","2","Generic",,"Effect","Virtual","0","Choose a combatant; it permanently gains +1/+1.",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","PD_CC_016",,
"RR_009","Recycle","RR",#NAME?,,"Effect",,"9","<center><u>Brainwash</u> (Damage dealt by ~ is gained as loyalty.)</center><p>Choose a player; they discard a card of your choice.<ul>If that card is a combatant, draw a card and your commander loses 1 loyalty.<br/>If that card is an effect, deal 3 damage to their commander.</ul></p>",,"",,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_RR_009",,
"RR_010","Chemical Grenade","R",#NAME?,,"Asset","Grenade","10","<p>When ~ enters the battlefield, you may attach it to a combatant.</p><p><u>Throw</u> (Activate this ability only if attached to a combatant.), <u>Forfeit</u> (Put the specified card into its owner's discard pile.) ~: Choose a combatant; the chosen combatant and adjacent combatants permanently get -1/-1.</p><p><u>Forfeit</u> ~: Add [R][R][R].</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_RR_010",,
"RU_017","Economic Suicide","1RR",#NAME?,,"Effect",,"5","<center><u>Exchange [1]</u> (Pay [1], Discard ~ from your hand: Draw a card.)</center><p>Choose one (round down):<ul>Your commander loses half its loyalty.<br/>Discard half of the cards in your hand.<br/><u>Forfeit</u> (Put the specified card into its owner's discard pile.) half of the assets you control.</ul></p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_RU_017",,
"RC_025","Sputtering Generator","1R","Red",,"Gen. Asset","Source","1","<center>(You may play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator, or you may deploy it as an asset.)</center><p>[T]: Add X (X is 3 minus the number of turns ~ has been on the battlefield [3 - *]) [R].</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Gen. Asset[/i]","RT_RC_025",,
"YC_025","Battle Angel","Y",#NAME?,"Melee","Asset","Augmented Female Gladiator","2","<center><u>Brutal</u> (~ deals combat damage before assets without brutal.), <u>Rush</u> (~ can attack and intercept as soon as it resolves, but it can't be explicitly utilized that turn.)</center>","""The screams of the fans as I leave my latest opponent lying in a pool of their own blood and piss? That's what I live for man!""",3,2,,,,,60,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_YC_025",,
"YU_017","Burn the Ring","1Y",#NAME?,,"Effect","Style <u>Response</u>","5","<p>~ costs [1] less to deploy if you didn't go first.</p><p>Choose up to 2 assets and/or players; ~ deals 5 damage split between them.</p>","""When the girls don't make a fight interesting enough I turn up the heat."" <p>-- Kyoko, Battle-master</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_YU_017",,
"YR_010","Xenophobia","2YY",#NAME?,,"Effect","<u>Response</u>","5","Choose an opponent and a combatant subtype; That opponent reveals their hand, then their commander takes 4 damage for each card of the chosen type in their hand.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_YR_010",,
"YR_011","Plasma Grenade","Y",#NAME?,,"Asset","Grenade","10","<p>When ~ enters the battlefield, you may attach it to a combatant.</p><p><u>Throw</u> (Activate this ability only if attached to a combatant.), <u>Forfeit</u> (Put the specified card into its owner's discard pile.) ~: Choose a combatant; until end of turn, it loses half its health.</p><p><u>Forfeit</u> ~: Add [Y][Y][Y].</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_YR_011",,
"BC_025","Internet Service Fees","BB",#NAME?,,"Effect","<u>Response</u> Tax","2","<center><u>Tax</u> (When ~ resolves, if it is not a copy, copy it for each other card and effect on the stack.)</center><p>Choose an opponent; draw a card unless they pay [2].</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BC_025",,
"BR_009","Operation 11.4","5BBBBB",#NAME?,,"R. Effect"," ","10","<center>(This effect can only be deployed if you control a renowned asset. )</center><p>Choose a player; you control them during their next turn.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_BR_009",,
"BR_010","Flashbang","B",#NAME?,,"Asset","Grenade","10","<p>When ~ enters the battlefield, you may attach it to a combatant.</p><p><u>Throw</u> (Activate this ability only if attached to a combatant.), <u>Forfeit</u> (Put the specified card into its owner's discard pile.) ~: Choose a combatant; the chosen combatant and adjacent combatants become utilized, they aren't refreshed for 1 turn.</p><p><u>Forfeit</u> ~: Add [B][B][B].</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BR_010",,
